"zip","lat","lng","city","state_id","state_name","zcta","parent_zcta","population","density","county_fips","county_name","county_weights","county_names_all","county_fips_all","imprecise","military","timezone"
"00601","18.18027","-66.75266","Adjuntas","PR","Puerto Rico","TRUE","","17126","102.6","72001","Adjuntas","{""72001"": 98.73, ""72141"": 1.27}","Adjuntas|Utuado","72001|72141","FALSE","FALSE","America/Puerto_Rico"
"00602","18.36075","-67.17541","Aguada","PR","Puerto Rico","TRUE","","37895","482.5","72003","Aguada","{""72003"": 100}","Aguada","72003","FALSE","FALSE","America/Puerto_Rico"
"00603","18.45744","-67.12225","Aguadilla","PR","Puerto Rico","TRUE","","49136","552.4","72005","Aguadilla","{""72005"": 99.76, ""72099"": 0.24}","Aguadilla|Moca","72005|72099","FALSE","FALSE","America/Puerto_Rico"
"00606","18.16585","-66.93716","Maricao","PR","Puerto Rico","TRUE","","5751","50.1","72093","Maricao","{""72093"": 82.26, ""72153"": 11.68, ""72121"": 6.06}","Maricao|Yauco|Sabana Grande","72093|72153|72121","FALSE","FALSE","America/Puerto_Rico"
"00610","18.2911","-67.12243","Anasco","PR","Puerto Rico","TRUE","","26153","272.1","72011","Añasco","{""72011"": 96.71, ""72099"": 2.81, ""72083"": 0.37, ""72003"": 0.11}","Añasco|Moca|Las Marías|Aguada","72011|72099|72083|72003","FALSE","FALSE","America/Puerto_Rico"
"00611","18.27698","-66.80688","Angeles","PR","Puerto Rico","TRUE","","1283","46.5","72141","Utuado","{""72141"": 100}","Utuado","72141","FALSE","FALSE","America/Puerto_Rico"
"00612","18.41283","-66.7051","Arecibo","PR","Puerto Rico","TRUE","","64090","325.0","72013","Arecibo","{""72013"": 98.86, ""72065"": 0.94, ""72017"": 0.2}","Arecibo|Hatillo|Barceloneta","72013|72065|72017","FALSE","FALSE","America/Puerto_Rico"
"00616","18.41878","-66.6679","Bajadero","PR","Puerto Rico","TRUE","","10186","361.3","72013","Arecibo","{""72013"": 100}","Arecibo","72013","FALSE","FALSE","America/Puerto_Rico"
"00617","18.44598","-66.56006","Barceloneta","PR","Puerto Rico","TRUE","","22803","479.7","72017","Barceloneta","{""72017"": 99.63, ""72054"": 0.37}","Barceloneta|Florida","72017|72054","FALSE","FALSE","America/Puerto_Rico"
"00622","17.98892","-67.1566","Boqueron","PR","Puerto Rico","TRUE","","7751","96.0","72023","Cabo Rojo","{""72023"": 100}","Cabo Rojo","72023","FALSE","FALSE","America/Puerto_Rico"
"00623","18.08429","-67.15336","Cabo Rojo","PR","Puerto Rico","TRUE","","39652","390.6","72023","Cabo Rojo","{""72023"": 100}","Cabo Rojo","72023","FALSE","FALSE","America/Puerto_Rico"
"00624","18.05905","-66.71932","Penuelas","PR","Puerto Rico","TRUE","","21912","180.2","72111","Peñuelas","{""72111"": 94.96, ""72113"": 5.04}","Peñuelas|Ponce","72111|72113","FALSE","FALSE","America/Puerto_Rico"
"00627","18.41905","-66.86037","Camuy","PR","Puerto Rico","TRUE","","32885","273.8","72027","Camuy","{""72027"": 100}","Camuy","72027","FALSE","FALSE","America/Puerto_Rico"
"00631","18.1852","-66.83169","Castaner","PR","Puerto Rico","TRUE","","1098","135.6","72081","Lares","{""72081"": 50.58, ""72001"": 49.42}","Lares|Adjuntas","72081|72001","FALSE","FALSE","America/Puerto_Rico"
"00636","18.16354","-67.08014","Rosario","PR","Puerto Rico","TRUE","","1174","1236.0","72125","San Germán","{""72125"": 100}","San Germán","72125","FALSE","FALSE","America/Puerto_Rico"
"00637","18.081","-66.94659","Sabana Grande","PR","Puerto Rico","TRUE","","23016","252.7","72121","Sabana Grande","{""72121"": 94.01, ""72125"": 4.2, ""72079"": 1.79}","Sabana Grande|San Germán|Lajas","72121|72125|72079","FALSE","FALSE","America/Puerto_Rico"
"00638","18.28462","-66.5137","Ciales","PR","Puerto Rico","TRUE","","17689","95.7","72039","Ciales","{""72039"": 91.88, ""72107"": 7.48, ""72091"": 0.64}","Ciales|Orocovis|Manatí","72039|72107|72091","FALSE","FALSE","America/Puerto_Rico"
"00641","18.26742","-66.70212","Utuado","PR","Puerto Rico","TRUE","","24915","114.4","72141","Utuado","{""72141"": 100}","Utuado","72141","FALSE","FALSE","America/Puerto_Rico"
"00646","18.43251","-66.28429","Dorado","PR","Puerto Rico","TRUE","","36142","662.9","72051","Dorado","{""72051"": 97.19, ""72143"": 2.81}","Dorado|Vega Alta","72051|72143","FALSE","FALSE","America/Puerto_Rico"
"00647","17.96667","-66.94266","Ensenada","PR","Puerto Rico","TRUE","","5198","126.9","72055","Guánica","{""72055"": 98.36, ""72079"": 1.64}","Guánica|Lajas","72055|72079","FALSE","FALSE","America/Puerto_Rico"
"00650","18.34487","-66.58347","Florida","PR","Puerto Rico","TRUE","","14301","174.1","72054","Florida","{""72054"": 47.43, ""72141"": 41.94, ""72091"": 4.26, ""72039"": 2.9, ""72013"": 2.41, ""72017"": 1.07}","Florida|Utuado|Manatí|Ciales|Arecibo|Barceloneta","72054|72141|72091|72039|72013|72017","FALSE","FALSE","America/Puerto_Rico"
"00652","18.45614","-66.60194","Garrochales","PR","Puerto Rico","TRUE","","3193","191.4","72013","Arecibo","{""72013"": 100}","Arecibo","72013","FALSE","FALSE","America/Puerto_Rico"
"00653","17.99413","-66.90266","Guanica","PR","Puerto Rico","TRUE","","9099","159.1","72055","Guánica","{""72055"": 97.54, ""72121"": 2.46}","Guánica|Sabana Grande","72055|72121","FALSE","FALSE","America/Puerto_Rico"
"00656","18.04186","-66.79123","Guayanilla","PR","Puerto Rico","TRUE","","18633","170.7","72059","Guayanilla","{""72059"": 96.96, ""72153"": 2.88, ""72111"": 0.16}","Guayanilla|Yauco|Peñuelas","72059|72153|72111","FALSE","FALSE","America/Puerto_Rico"
"00659","18.41036","-66.79691","Hatillo","PR","Puerto Rico","TRUE","","37525","352.9","72065","Hatillo","{""72065"": 100}","Hatillo","72065","FALSE","FALSE","America/Puerto_Rico"
"00660","18.13412","-67.11399","Hormigueros","PR","Puerto Rico","TRUE","","15630","533.2","72067","Hormigueros","{""72067"": 100}","Hormigueros","72067","FALSE","FALSE","America/Puerto_Rico"
"00662","18.46622","-67.01508","Isabela","PR","Puerto Rico","TRUE","","40503","378.9","72071","Isabela","{""72071"": 100}","Isabela","72071","FALSE","FALSE","America/Puerto_Rico"
"00664","18.21064","-66.59066","Jayuya","PR","Puerto Rico","TRUE","","15132","124.5","72073","Jayuya","{""72073"": 94.97, ""72141"": 5.03}","Jayuya|Utuado","72073|72141","FALSE","FALSE","America/Puerto_Rico"
"00667","18.01246","-67.0417","Lajas","PR","Puerto Rico","TRUE","","23665","151.8","72079","Lajas","{""72079"": 98.09, ""72125"": 1.91}","Lajas|San Germán","72079|72125","FALSE","FALSE","America/Puerto_Rico"
"00669","18.27019","-66.86727","Lares","PR","Puerto Rico","TRUE","","27763","167.2","72081","Lares","{""72081"": 93.38, ""72141"": 3.8, ""72083"": 2.7, ""72131"": 0.12}","Lares|Utuado|Las Marías|San Sebastián","72081|72141|72083|72131","FALSE","FALSE","America/Puerto_Rico"
"00670","18.23782","-66.98852","Las Marias","PR","Puerto Rico","TRUE","","8744","72.6","72083","Las Marías","{""72083"": 95.63, ""72011"": 3.6, ""72097"": 0.45, ""72093"": 0.32}","Las Marías|Añasco|Mayagüez|Maricao","72083|72011|72097|72093","FALSE","FALSE","America/Puerto_Rico"
"00674","18.42229","-66.4891","Manati","PR","Puerto Rico","TRUE","","39569","351.6","72091","Manatí","{""72091"": 99.45, ""72145"": 0.55}","Manatí|Vega Baja","72091|72145","FALSE","FALSE","America/Puerto_Rico"
"00676","18.37897","-67.08098","Moca","PR","Puerto Rico","TRUE","","36849","291.2","72099","Moca","{""72099"": 99.19, ""72003"": 0.81}","Moca|Aguada","72099|72003","FALSE","FALSE","America/Puerto_Rico"
"00677","18.33535","-67.23155","Rincon","PR","Puerto Rico","TRUE","","15225","403.5","72117","Rincón","{""72117"": 98.0, ""72011"": 1.19, ""72003"": 0.81}","Rincón|Añasco|Aguada","72117|72011|72003","FALSE","FALSE","America/Puerto_Rico"
"00678","18.42949","-66.93016","Quebradillas","PR","Puerto Rico","TRUE","","25763","341.4","72115","Quebradillas","{""72115"": 77.11, ""72071"": 17.13, ""72131"": 5.76}","Quebradillas|Isabela|San Sebastián","72115|72071|72131","FALSE","FALSE","America/Puerto_Rico"
"00680","18.16307","-67.36122","Mayaguez","PR","Puerto Rico","TRUE","","43070","258.6","72097","Mayagüez","{""72097"": 94.13, ""72125"": 3.44, ""72011"": 2.43}","Mayagüez|San Germán|Añasco","72097|72125|72011","FALSE","FALSE","America/Puerto_Rico"
"00682","18.22415","-67.15309","Mayaguez","PR","Puerto Rico","TRUE","","31816","753.2","72097","Mayagüez","{""72097"": 99.83, ""72067"": 0.17}","Mayagüez|Hormigueros","72097|72067","FALSE","FALSE","America/Puerto_Rico"
"00683","18.10926","-67.03803","San German","PR","Puerto Rico","TRUE","","29664","232.4","72125","San Germán","{""72125"": 100}","San Germán","72125","FALSE","FALSE","America/Puerto_Rico"
"00685","18.33656","-66.97518","San Sebastian","PR","Puerto Rico","TRUE","","40169","197.1","72131","San Sebastián","{""72131"": 87.74, ""72071"": 11.31, ""72099"": 0.95}","San Sebastián|Isabela|Moca","72131|72071|72099","FALSE","FALSE","America/Puerto_Rico"
"00687","18.31707","-66.42029","Morovis","PR","Puerto Rico","TRUE","","29069","288.7","72101","Morovis","{""72101"": 100}","Morovis","72101","FALSE","FALSE","America/Puerto_Rico"
"00688","18.3807","-66.62496","Sabana Hoyos","PR","Puerto Rico","TRUE","","11552","137.2","72013","Arecibo","{""72013"": 100}","Arecibo","72013","FALSE","FALSE","America/Puerto_Rico"
"00690","18.49363","-67.09734","San Antonio","PR","Puerto Rico","TRUE","","6217","1061.6","72005","Aguadilla","{""72005"": 100}","Aguadilla","72005","FALSE","FALSE","America/Puerto_Rico"
"00692","18.40905","-66.33768","Vega Alta","PR","Puerto Rico","TRUE","","33646","489.7","72143","Vega Alta","{""72143"": 99.87, ""72145"": 0.13}","Vega Alta|Vega Baja","72143|72145","FALSE","FALSE","America/Puerto_Rico"
"00693","18.42633","-66.39811","Vega Baja","PR","Puerto Rico","TRUE","","56146","488.1","72145","Vega Baja","{""72145"": 98.28, ""72143"": 1.43, ""72091"": 0.29}","Vega Baja|Vega Alta|Manatí","72145|72143|72091","FALSE","FALSE","America/Puerto_Rico"
"00694","18.48327","-66.39269","Vega Baja","PR","Puerto Rico","TRUE","","86","41.6","72145","Vega Baja","{""72145"": 100}","Vega Baja","72145","FALSE","FALSE","America/Puerto_Rico"
"00698","18.07274","-66.85519","Yauco","PR","Puerto Rico","TRUE","","34016","209.6","72153","Yauco","{""72153"": 97.82, ""72059"": 2.18}","Yauco|Guayanilla","72153|72059","FALSE","FALSE","America/Puerto_Rico"
"00703","18.24739","-66.13143","Aguas Buenas","PR","Puerto Rico","TRUE","","25001","311.2","72007","Aguas Buenas","{""72007"": 93.07, ""72041"": 3.61, ""72045"": 3.32}","Aguas Buenas|Cidra|Comerío","72007|72041|72045","FALSE","FALSE","America/Puerto_Rico"
"00704","17.97442","-66.22888","Aguirre","PR","Puerto Rico","TRUE","","7179","308.1","72123","Salinas","{""72123"": 97.64, ""72057"": 2.36}","Salinas|Guayama","72123|72057","FALSE","FALSE","America/Puerto_Rico"
"00705","18.1294","-66.26653","Aibonito","PR","Puerto Rico","TRUE","","24414","310.0","72009","Aibonito","{""72009"": 97.19, ""72043"": 2.81}","Aibonito|Coamo","72009|72043","FALSE","FALSE","America/Puerto_Rico"
"00707","18.01752","-65.92127","Maunabo","PR","Puerto Rico","TRUE","","10615","195.9","72095","Maunabo","{""72095"": 100}","Maunabo","72095","FALSE","FALSE","America/Puerto_Rico"
"00714","17.9981","-66.05635","Arroyo","PR","Puerto Rico","TRUE","","16183","416.5","72015","Arroyo","{""72015"": 100}","Arroyo","72015","FALSE","FALSE","America/Puerto_Rico"
"00715","17.99738","-66.56104","Mercedita","PR","Puerto Rico","TRUE","","2012","61.1","72113","Ponce","{""72113"": 99.08, ""72075"": 0.92}","Ponce|Juana Díaz","72113|72075","FALSE","FALSE","America/Puerto_Rico"
"00716","17.99942","-66.59868","Ponce","PR","Puerto Rico","TRUE","","27746","1235.9","72113","Ponce","{""72113"": 100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00717","18.00272","-66.61146","Ponce","PR","Puerto Rico","TRUE","","14568","2370.5","72113","Ponce","{""72113"": 100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00718","18.23145","-65.76067","Naguabo","PR","Puerto Rico","TRUE","","23412","191.5","72103","Naguabo","{""72103"": 99.86, ""72037"": 0.14}","Naguabo|Ceiba","72103|72037","FALSE","FALSE","America/Puerto_Rico"
"00719","18.28879","-66.25316","Naranjito","PR","Puerto Rico","TRUE","","29555","404.5","72105","Naranjito","{""72105"": 96.91, ""72047"": 2.22, ""72045"": 0.47, ""72135"": 0.4}","Naranjito|Corozal|Comerío|Toa Alta","72105|72047|72045|72135","FALSE","FALSE","America/Puerto_Rico"
"00720","18.21559","-66.42421","Orocovis","PR","Puerto Rico","TRUE","","20717","142.5","72107","Orocovis","{""72107"": 99.27, ""72043"": 0.73}","Orocovis|Coamo","72107|72043","FALSE","FALSE","America/Puerto_Rico"
"00723","18.03139","-66.01122","Patillas","PR","Puerto Rico","TRUE","","16265","136.5","72109","Patillas","{""72109"": 99.5, ""72095"": 0.5}","Patillas|Maunabo","72109|72095","FALSE","FALSE","America/Puerto_Rico"
"00725","18.22052","-66.03962","Caguas","PR","Puerto Rico","TRUE","","79153","738.8","72025","Caguas","{""72025"": 86.56, ""72061"": 4.45, ""72129"": 2.77, ""72127"": 2.23, ""72139"": 2.08, ""72007"": 1.9}","Caguas|Guaynabo|San Lorenzo|San Juan|Trujillo Alto|Aguas Buenas","72025|72061|72129|72127|72139|72007","FALSE","FALSE","America/Puerto_Rico"
"00727","18.21142","-66.07374","Caguas","PR","Puerto Rico","TRUE","","52829","904.0","72025","Caguas","{""72025"": 100}","Caguas","72025","FALSE","FALSE","America/Puerto_Rico"
"00728","18.00697","-66.65995","Ponce","PR","Puerto Rico","TRUE","","39669","994.7","72113","Ponce","{""72113"": 100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00729","18.33524","-65.88677","Canovanas","PR","Puerto Rico","TRUE","","48227","520.8","72029","Canóvanas","{""72029"": 91.45, ""72087"": 8.55}","Canóvanas|Loíza","72029|72087","FALSE","FALSE","America/Puerto_Rico"
"00730","18.03256","-66.61384","Ponce","PR","Puerto Rico","TRUE","","33251","1934.2","72113","Ponce","{""72113"": 100}","Ponce","72113","FALSE","FALSE","America/Puerto_Rico"
"00731","18.09914","-66.63279","Ponce","PR","Puerto Rico","TRUE","","11131","87.8","72113","Ponce","{""72113"": 97.12, ""72001"": 2.88}","Ponce|Adjuntas","72113|72001","FALSE","FALSE","America/Puerto_Rico"
"00735","18.2525","-65.67534","Ceiba","PR","Puerto Rico","TRUE","","11621","163.9","72037","Ceiba","{""72037"": 94.61, ""72103"": 5.39}","Ceiba|Naguabo","72037|72103","FALSE","FALSE","America/Puerto_Rico"
"00736","18.10736","-66.14994","Cayey","PR","Puerto Rico","TRUE","","46167","324.7","72035","Cayey","{""72035"": 92.46, ""72041"": 7.54}","Cayey|Cidra","72035|72041","FALSE","FALSE","America/Puerto_Rico"
"00738","18.31793","-65.66793","Fajardo","PR","Puerto Rico","TRUE","","30468","397.2","72053","Fajardo","{""72053"": 99.59, ""72037"": 0.41}","Fajardo|Ceiba","72053|72037","FALSE","FALSE","America/Puerto_Rico"
"00739","18.17543","-66.16198","Cidra","PR","Puerto Rico","TRUE","","35105","440.4","72041","Cidra","{""72041"": 100}","Cidra","72041","FALSE","FALSE","America/Puerto_Rico"
"00740","18.33251","-65.63419","Puerto Real","PR","Puerto Rico","TRUE","","2020","1868.0","72053","Fajardo","{""72053"": 100}","Fajardo","72053","FALSE","FALSE","America/Puerto_Rico"
"00741","18.16569","-65.75506","Punta Santiago","PR","Puerto Rico","TRUE","","3899","661.3","72069","Humacao","{""72069"": 100}","Humacao","72069","FALSE","FALSE","America/Puerto_Rico"
"00745","18.3466","-65.81382","Rio Grande","PR","Puerto Rico","TRUE","","48282","306.9","72119","Río Grande","{""72119"": 99.78, ""72029"": 0.22}","Río Grande|Canóvanas","72119|72029","FALSE","FALSE","America/Puerto_Rico"
"00751","18.01205","-66.25871","Salinas","PR","Puerto Rico","TRUE","","19768","125.7","72123","Salinas","{""72123"": 99.83, ""72035"": 0.17}","Salinas|Cayey","72123|72035","FALSE","FALSE","America/Puerto_Rico"
"00754","18.1447","-65.97565","San Lorenzo","PR","Puerto Rico","TRUE","","37012","285.8","72129","San Lorenzo","{""72129"": 100}","San Lorenzo","72129","FALSE","FALSE","America/Puerto_Rico"
"00757","17.9933","-66.39056","Santa Isabel","PR","Puerto Rico","TRUE","","20366","242.4","72133","Santa Isabel","{""72133"": 100}","Santa Isabel","72133","FALSE","FALSE","America/Puerto_Rico"
"00765","18.12365","-65.43013","Vieques","PR","Puerto Rico","TRUE","","8317","68.0","72147","Vieques","{""72147"": 100}","Vieques","72147","FALSE","FALSE","America/Puerto_Rico"
"00766","18.13039","-66.4757","Villalba","PR","Puerto Rico","TRUE","","22416","226.7","72149","Villalba","{""72149"": 93.48, ""72107"": 6.52}","Villalba|Orocovis","72149|72107","FALSE","FALSE","America/Puerto_Rico"
"00767","18.07033","-65.89618","Yabucoa","PR","Puerto Rico","TRUE","","31450","220.1","72151","Yabucoa","{""72151"": 99.33, ""72069"": 0.67}","Yabucoa|Humacao","72151|72069","FALSE","FALSE","America/Puerto_Rico"
"00769","18.09459","-66.3607","Coamo","PR","Puerto Rico","TRUE","","35126","176.0","72043","Coamo","{""72043"": 98.05, ""72133"": 1.95}","Coamo|Santa Isabel","72043|72133","FALSE","FALSE","America/Puerto_Rico"
"00771","18.18797","-65.86916","Las Piedras","PR","Puerto Rico","TRUE","","34882","400.8","72085","Las Piedras","{""72085"": 99.0, ""72069"": 1.0}","Las Piedras|Humacao","72085|72069","FALSE","FALSE","America/Puerto_Rico"
"00772","18.43048","-65.90377","Loiza","PR","Puerto Rico","TRUE","","18148","428.7","72087","Loíza","{""72087"": 100}","Loíza","72087","FALSE","FALSE","America/Puerto_Rico"
"00773","18.34073","-65.72756","Luquillo","PR","Puerto Rico","TRUE","","17917","287.0","72089","Luquillo","{""72089"": 100}","Luquillo","72089","FALSE","FALSE","America/Puerto_Rico"
"00775","18.31387","-65.28618","Culebra","PR","Puerto Rico","TRUE","","1293","42.9","72049","Culebra","{""72049"": 100}","Culebra","72049","FALSE","FALSE","America/Puerto_Rico"
"00777","18.22365","-65.90904","Juncos","PR","Puerto Rico","TRUE","","38267","550.2","72077","Juncos","{""72077"": 98.49, ""72129"": 0.82, ""72085"": 0.43, ""72029"": 0.14, ""72063"": 0.12}","Juncos|San Lorenzo|Las Piedras|Canóvanas|Gurabo","72077|72129|72085|72029|72063","FALSE","FALSE","America/Puerto_Rico"
"00778","18.26319","-65.97938","Gurabo","PR","Puerto Rico","TRUE","","41026","536.5","72063","Gurabo","{""72063"": 94.08, ""72129"": 5.92}","Gurabo|San Lorenzo","72063|72129","FALSE","FALSE","America/Puerto_Rico"
"00780","18.09998","-66.57032","Coto Laurel","PR","Puerto Rico","TRUE","","12975","261.8","72113","Ponce","{""72113"": 98.13, ""72075"": 1.87}","Ponce|Juana Díaz","72113|72075","FALSE","FALSE","America/Puerto_Rico"
"00782","18.22501","-66.22452","Comerio","PR","Puerto Rico","TRUE","","18664","257.6","72045","Comerío","{""72045"": 97.39, ""72019"": 2.61}","Comerío|Barranquitas","72045|72019","FALSE","FALSE","America/Puerto_Rico"
"00783","18.30348","-66.32851","Corozal","PR","Puerto Rico","TRUE","","34329","314.7","72047","Corozal","{""72047"": 99.06, ""72019"": 0.94}","Corozal|Barranquitas","72047|72019","FALSE","FALSE","America/Puerto_Rico"
"00784","18.00558","-66.13651","Guayama","PR","Puerto Rico","TRUE","","36965","213.8","72057","Guayama","{""72057"": 97.29, ""72035"": 1.53, ""72109"": 1.18}","Guayama|Cayey|Patillas","72057|72035|72109","FALSE","FALSE","America/Puerto_Rico"
"00786","18.1357","-66.22881","La Plata","PR","Puerto Rico","TRUE","","151","33.1","72009","Aibonito","{""72009"": 100}","Aibonito","72009","FALSE","FALSE","America/Puerto_Rico"
"00791","18.14391","-65.81398","Humacao","PR","Puerto Rico","TRUE","","47335","428.7","72069","Humacao","{""72069"": 97.88, ""72085"": 1.16, ""72151"": 0.96}","Humacao|Las Piedras|Yabucoa","72069|72085|72151","FALSE","FALSE","America/Puerto_Rico"
"00794","18.19934","-66.31179","Barranquitas","PR","Puerto Rico","TRUE","","28432","319.9","72019","Barranquitas","{""72019"": 96.51, ""72043"": 3.49}","Barranquitas|Coamo","72019|72043","FALSE","FALSE","America/Puerto_Rico"
"00795","18.05128","-66.49485","Juana Diaz","PR","Puerto Rico","TRUE","","44055","284.7","72075","Juana Díaz","{""72075"": 100}","Juana Díaz","72075","FALSE","FALSE","America/Puerto_Rico"
"00802","18.34349","-64.9287","St Thomas","VI","Virgin Islands","TRUE","","","","78030","St. Thomas","{""78030"": 100}","St. Thomas","78030","FALSE","FALSE","America/St_Thomas"
"00820","17.7388","-64.70695","Christiansted","VI","Virgin Islands","TRUE","","","","78010","St. Croix","{""78010"": 100}","St. Croix","78010","FALSE","FALSE","America/St_Thomas"
"00830","18.33857","-64.73802","St John","VI","Virgin Islands","TRUE","","","","78020","St. John","{""78020"": 100}","St. John","78020","FALSE","FALSE","America/St_Thomas"
"00840","17.72649","-64.84717","Frederiksted","VI","Virgin Islands","TRUE","","","","78010","St. Croix","{""78010"": 100}","St. Croix","78010","FALSE","FALSE","America/St_Thomas"
"00850","17.72763","-64.79122","Kingshill","VI","Virgin Islands","TRUE","","","","78010","St. Croix","{""78010"": 100}","St. Croix","78010","FALSE","FALSE","America/St_Thomas"
"00851","17.74757","-64.78737","Kingshill","VI","Virgin Islands","TRUE","","","","78010","St. Croix","{""78010"": 100}","St. Croix","78010","FALSE","FALSE","America/St_Thomas"
"00901","18.46478","-66.10277","San Juan","PR","Puerto Rico","TRUE","","8098","3081.3","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00906","18.46446","-66.09499","San Juan","PR","Puerto Rico","TRUE","","171","20734.8","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00907","18.45287","-66.08381","San Juan","PR","Puerto Rico","TRUE","","16620","3140.8","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00909","18.44131","-66.06866","San Juan","PR","Puerto Rico","TRUE","","5007","2961.1","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00911","18.45133","-66.05636","San Juan","PR","Puerto Rico","TRUE","","7347","5961.0","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00912","18.44503","-66.05995","San Juan","PR","Puerto Rico","TRUE","","6233","6489.4","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00913","18.45024","-66.04275","San Juan","PR","Puerto Rico","TRUE","","7460","8890.6","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00915","18.43673","-66.04576","San Juan","PR","Puerto Rico","TRUE","","25585","7047.2","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00917","18.4208","-66.04989","San Juan","PR","Puerto Rico","TRUE","","18504","5233.0","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00918","18.42139","-66.06774","San Juan","PR","Puerto Rico","TRUE","","15393","2203.0","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00920","18.41904","-66.09023","San Juan","PR","Puerto Rico","TRUE","","17249","1845.0","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00921","18.39206","-66.0871","San Juan","PR","Puerto Rico","TRUE","","32958","4146.6","72127","San Juan","{""72127"": 99.88, ""72061"": 0.12}","San Juan|Guaynabo","72127|72061","FALSE","FALSE","America/Puerto_Rico"
"00923","18.41146","-66.03715","San Juan","PR","Puerto Rico","TRUE","","25915","4978.0","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00924","18.39987","-66.01344","San Juan","PR","Puerto Rico","TRUE","","48016","3975.6","72127","San Juan","{""72127"": 96.56, ""72031"": 3.44}","San Juan|Carolina","72127|72031","FALSE","FALSE","America/Puerto_Rico"
"00925","18.40028","-66.05058","San Juan","PR","Puerto Rico","TRUE","","6128","5308.4","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00926","18.34691","-66.05434","San Juan","PR","Puerto Rico","TRUE","","94560","1572.8","72127","San Juan","{""72127"": 83.48, ""72139"": 15.69, ""72061"": 0.83}","San Juan|Trujillo Alto|Guaynabo","72127|72139|72061","FALSE","FALSE","America/Puerto_Rico"
"00927","18.38884","-66.07149","San Juan","PR","Puerto Rico","TRUE","","13662","2177.1","72127","San Juan","{""72127"": 100}","San Juan","72127","FALSE","FALSE","America/Puerto_Rico"
"00934","18.41372","-66.11998","Fort Buchanan","PR","Puerto Rico","TRUE","","124","33.8","72061","Guaynabo","{""72061"": 69.16, ""72021"": 30.84}","Guaynabo|Bayamón","72061|72021","FALSE","FALSE","America/Puerto_Rico"
"00949","18.43166","-66.21349","Toa Baja","PR","Puerto Rico","TRUE","","69785","1309.2","72137","Toa Baja","{""72137"": 96.11, ""72033"": 2.93, ""72135"": 0.96}","Toa Baja|Cataño|Toa Alta","72137|72033|72135","FALSE","FALSE","America/Puerto_Rico"
"00950","18.46201","-66.23917","Toa Baja","PR","Puerto Rico","TRUE","","0","0.0","72051","Dorado","{""72051"": 99.69, ""72137"": 0.31}","Dorado|Toa Baja","72051|72137","FALSE","FALSE","America/Puerto_Rico"
"00951","18.43175","-66.25628","Toa Baja","PR","Puerto Rico","TRUE","","376","135.5","72137","Toa Baja","{""72137"": 100}","Toa Baja","72137","FALSE","FALSE","America/Puerto_Rico"
"00952","18.42874","-66.18897","Sabana Seca","PR","Puerto Rico","TRUE","","7727","1345.6","72137","Toa Baja","{""72137"": 100}","Toa Baja","72137","FALSE","FALSE","America/Puerto_Rico"
"00953","18.36319","-66.24764","Toa Alta","PR","Puerto Rico","TRUE","","67606","978.1","72135","Toa Alta","{""72135"": 98.44, ""72047"": 0.79, ""72137"": 0.77}","Toa Alta|Corozal|Toa Baja","72135|72047|72137","FALSE","FALSE","America/Puerto_Rico"
"00956","18.32121","-66.17185","Bayamon","PR","Puerto Rico","TRUE","","64939","914.4","72021","Bayamón","{""72021"": 97.91, ""72007"": 1.4, ""72135"": 0.69}","Bayamón|Aguas Buenas|Toa Alta","72021|72007|72135","FALSE","FALSE","America/Puerto_Rico"
"00957","18.36696","-66.18857","Bayamon","PR","Puerto Rico","TRUE","","41162","3661.1","72021","Bayamón","{""72021"": 93.15, ""72135"": 6.85}","Bayamón|Toa Alta","72021|72135","FALSE","FALSE","America/Puerto_Rico"
"00959","18.3852","-66.15583","Bayamon","PR","Puerto Rico","TRUE","","47783","3027.9","72021","Bayamón","{""72021"": 98.67, ""72061"": 0.9, ""72137"": 0.27, ""72135"": 0.16}","Bayamón|Guaynabo|Toa Baja|Toa Alta","72021|72061|72137|72135","FALSE","FALSE","America/Puerto_Rico"
